CANONICAL_SMILES,REFERENCE_ID,NAME,DOI,LINK,ORGANISM,ORGANISM_PART,COCONUT_ID,MOL_FILENAME,STRUCTURAL_COMMENTS,GEO_LOCATION,LOCATION
CC(C)(O)[C@H]1OC[C@@H]([C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56C[C@@]46CC[C@]23C)C[C@@H]1O,183,Meliaceae,10.1021/np5010196,http://www.inflamnat.com/#/main/search/detail?id=183,Meliaceae,,,,,,
CC1(C)OC[C@@H]([C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56C[C@@]46CC[C@]23C)C[C@@H](O)[C@@H]1O,184,Meliaceae,10.1021/np5010196,http://www.inflamnat.com/#/main/search/detail?id=184,Meliaceae,,,,,,
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,237,Widely distributed in plant,10.1016/j.lfs.2016.01.001,http://www.inflamnat.com/#/main/search/detail?id=237,Widely distributed in plant,,,,,,
CO[C@@H]1COC(C)=C(O)C1=O,246,Labiatae,10.1016/j.ejphar.2011.09.175,http://www.inflamnat.com/#/main/search/detail?id=246,Labiatae,,,,,,
C/C(=C\CC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC[C@@]1(C)O)CO,276,Burseraceae,10.1016/s0031-9422(02)00388-6,http://www.inflamnat.com/#/main/search/detail?id=276,Burseraceae,,,,,,
C/C(=C\CC/C(C)=C/CCC1C2(C)CCC(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O)CC/C=C(\C)C(=O)O,277,Burseraceae,10.1016/s0031-9422(02)00388-6,http://www.inflamnat.com/#/main/search/detail?id=277,Burseraceae,,,,,,
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,291,Lamiaceae,10.5483/bmbrep.2014.47.9.149,http://www.inflamnat.com/#/main/search/detail?id=291,Lamiaceae,,,,,,
C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,294,Verbenaceae,10.1021/np500509q,http://www.inflamnat.com/#/main/search/detail?id=294,Verbenaceae,,,,,,
C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,295,Verbenaceae,10.1021/np500509q,http://www.inflamnat.com/#/main/search/detail?id=295,Verbenaceae,,,,,,
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,296,Verbenaceae,10.1021/np500509q,http://www.inflamnat.com/#/main/search/detail?id=296,Verbenaceae,,,,,,
C[C@H]1[C@H](C)CC[C@@]23CC[C@@]4(C)[C@]5(C)CC[C@H]6C(C)(C)[C@H](O)[C@H](O)C[C@]6(C)[C@H]5C/C(=C\O)[C@]4(OC2=O)[C@H]13,297,Verbenaceae,10.1021/np500509q,http://www.inflamnat.com/#/main/search/detail?id=297,Verbenaceae,,,,,,
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,298,Verbenaceae,10.1021/np500509q,http://www.inflamnat.com/#/main/search/detail?id=298,Verbenaceae,,,,,,
C=C(CC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(C)C3=CC[C@@H](C(=C)C)[C@](C)(CCC(=O)O)C3=CC[C@]12C)C(C)C,331,Polyporaceae,10.1016/j.bioorg.2016.11.012,http://www.inflamnat.com/#/main/search/detail?id=331,Polyporaceae,,,,,,
CC(=O)O[C@H]1CC[C@]2(C)C3=CC[C@]4(C)[C@@H]([C@@H](CCC=C(C)C)C(=O)O)[C@H](O)C[C@@]4(C)C3=CC[C@H]2C1(C)C,332,Polyporaceae,10.1016/j.bioorg.2016.11.012,http://www.inflamnat.com/#/main/search/detail?id=332,Polyporaceae,,,,,,
COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,333,Celastraceae|Hippocrateaceae,10.1007/s12272-013-0054-1,http://www.inflamnat.com/#/main/search/detail?id=333,Celastraceae|Hippocrateaceae,,,,,,
C[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](C(=O)O)O[C@@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)[C@H](O)C[C@]45C)[C@]3(C)C=O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,345,Curcurbitaceae,10.3109/08923973.2012.715165,http://www.inflamnat.com/#/main/search/detail?id=345,Curcurbitaceae,,,,,,
COC(=O)[C@@]1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,368,Urticaceae,10.1590/s0102-695x2013000500006,http://www.inflamnat.com/#/main/search/detail?id=368,Urticaceae,,,,,,
CC1C2=C3CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CCC1(C)O,372,Urticaceae,10.1590/s0102-695x2013000500006,http://www.inflamnat.com/#/main/search/detail?id=372,Urticaceae,,,,,,
CC1=C2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,373,Urticaceae,10.1590/s0102-695x2013000500006,http://www.inflamnat.com/#/main/search/detail?id=373,Urticaceae,,,,,,
COC(=O)C1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C2C1,419,Urticaceae,10.1590/s0102-695x2013000500006,http://www.inflamnat.com/#/main/search/detail?id=419,Urticaceae,,,,,,
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,433,Marine,10.1039/c6fo01154c,http://www.inflamnat.com/#/main/search/detail?id=433,Marine,,,,,,
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,444,Myrtaceae,10.3109/08923973.2015.1021355,http://www.inflamnat.com/#/main/search/detail?id=444,Myrtaceae,,,,,,
C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,485,Burseraceae,10.1111/j.1476-5381.2010.01020.x,http://www.inflamnat.com/#/main/search/detail?id=485,Burseraceae,,,,,,
CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)C(=O)C[C@@H]12,539,Fungi,10.1055/a-0662-0296,http://www.inflamnat.com/#/main/search/detail?id=539,Fungi,,,,,,
CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)C[C@H](O)[C@@]4(C)[C@]3(C)C(=O)C[C@@H]12,540,Fungi,10.1055/a-0662-0296,http://www.inflamnat.com/#/main/search/detail?id=540,Fungi,,,,,,
CC1(C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12,541,Fungi,10.1055/a-0662-0296,http://www.inflamnat.com/#/main/search/detail?id=541,Fungi,,,,,,
CC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4C(=O)C=C5[C@@H]6C[C@@](C)(C(=O)O)CC[C@]6(C)CC[C@@]5(C)[C@]4(C)[C@@H](O)C[C@H]3C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O,542,Fungi,10.1055/a-0662-0296,http://www.inflamnat.com/#/main/search/detail?id=542,Fungi,,,,,,
CC1(C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)C[C@H](O)[C@@]4(C)[C@]3(C)CC[C@@H]12,543,Fungi,10.1055/a-0662-0296,http://www.inflamnat.com/#/main/search/detail?id=543,Fungi,,,,,,
CC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4C(=O)C=C5[C@@H]6C[C@@](C)(C(=O)O)CC[C@]6(C)C[C@H](O)[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O,544,Fungi,10.1055/a-0662-0296,http://www.inflamnat.com/#/main/search/detail?id=544,Fungi,,,,,,
CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O[C@@H]6C[C@H](CO)[C@@H](O)C(O)[C@H]6O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12,545,Fungi,10.1055/a-0662-0296,http://www.inflamnat.com/#/main/search/detail?id=545,Fungi,,,,,,
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,209,Araliaceae,10.1111/j.1476-5381.2010.01195.x,http://www.inflamnat.com/#/main/search/detail?id=209,Araliaceae,,,,,,
